,data_set,np_seed,tf_seed,serialized_model,kernels_per_layer,rectifier,kernel_init,conv_kernel_sizes,conv_strides,dropout_rates,pool_sizes,pool_strides,train_batch_size,epochs,q_train_size,ignore_layers,retrain_tries,retrain_init,bits,analog_test_acc,sd_test_acc,msq_test_acc
2020-06-13_09:55:18.211106,mnist,1,0,Sequential2020-06-13_09:55:18.211139,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.982699990272522,0.8450999855995178,0.5654000043869019
2020-06-13_09:57:55.037478,mnist,1,0,Sequential2020-06-13_09:57:55.037509,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9822999835014343,0.8364999890327454,0.5810999870300293
2020-06-13_09:59:14.046190,mnist,1,0,Sequential2020-06-13_09:59:14.046224,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9747999906539917,0.5763000249862671,0.3244999945163727
2020-06-13_10:00:33.557909,mnist,1,0,Sequential2020-06-13_10:00:33.557940,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9747999906539917,0.6287999749183655,0.30709999799728394
2020-06-13_10:01:52.733173,mnist,1,0,Sequential2020-06-13_10:01:52.733205,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9747999906539917,0.6215999722480774,0.3070000112056732
2020-06-13_10:04:26.841417,mnist,1,0,Sequential2020-06-13_10:04:26.841450,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.977400004863739,0.7946000099182129,0.3515999913215637
2020-06-13_10:07:01.219413,mnist,1,0,Sequential2020-06-13_10:07:01.219445,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9801999926567078,0.7940000295639038,0.3425999879837036
2020-06-13_10:09:36.041134,mnist,1,0,Sequential2020-06-13_10:09:36.041167,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9793999791145325,0.808899998664856,0.3149999976158142
2020-06-13_10:10:54.758288,mnist,1,0,Sequential2020-06-13_10:10:54.758319,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9700999855995178,0.49630001187324524,0.362199991941452
2020-06-13_10:12:17.400129,mnist,1,0,Sequential2020-06-13_10:12:17.400160,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9700999855995178,0.4884999990463257,0.4050999879837036
2020-06-13_10:13:34.037164,mnist,1,0,Sequential2020-06-13_10:13:34.037199,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9700999855995178,0.4977000057697296,0.41190001368522644
2020-06-13_10:16:03.645519,mnist,1,0,Sequential2020-06-13_10:16:03.645553,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9713000059127808,0.7178999781608582,0.4871000051498413
2020-06-13_10:18:33.987990,mnist,1,0,Sequential2020-06-13_10:18:33.988023,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9728000164031982,0.6254000067710876,0.4368000030517578
2020-06-13_10:21:06.277743,mnist,1,0,Sequential2020-06-13_10:21:06.277776,"(64, 32)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9714999794960022,0.5823000073432922,0.4453999996185303
2020-06-13_10:21:35.053429,mnist,1,1,Sequential2020-06-13_10:21:35.053462,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9459999799728394,0.34450000524520874,0.0892999991774559
2020-06-13_10:22:03.769919,mnist,1,1,Sequential2020-06-13_10:22:03.769952,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9459999799728394,0.36959999799728394,0.08919999748468399
2020-06-13_10:22:32.760317,mnist,1,1,Sequential2020-06-13_10:22:32.760348,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9459999799728394,0.35929998755455017,0.08919999748468399
2020-06-13_10:23:32.303667,mnist,1,1,Sequential2020-06-13_10:23:32.303699,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9545999765396118,0.4855000078678131,0.0966000035405159
2020-06-13_10:24:28.991440,mnist,1,1,Sequential2020-06-13_10:24:28.991470,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9577000141143799,0.4553000032901764,0.17440000176429749
2020-06-13_10:25:23.519978,mnist,1,1,Sequential2020-06-13_10:25:23.520008,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9575999975204468,0.5202000141143799,0.18379999697208405
2020-06-13_10:25:52.505765,mnist,1,1,Sequential2020-06-13_10:25:52.505797,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9404000043869019,0.41339999437332153,0.258899986743927
2020-06-13_10:26:21.546456,mnist,1,1,Sequential2020-06-13_10:26:21.546487,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9404000043869019,0.42089998722076416,0.2492000013589859
2020-06-13_10:26:50.590917,mnist,1,1,Sequential2020-06-13_10:26:50.590948,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9404000043869019,0.3977999985218048,0.24469999969005585
2020-06-13_10:27:44.959135,mnist,1,1,Sequential2020-06-13_10:27:44.959165,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9509999752044678,0.5849999785423279,0.27379998564720154
2020-06-13_10:28:39.262818,mnist,1,1,Sequential2020-06-13_10:28:39.262849,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9509000182151794,0.6068999767303467,0.23479999601840973
2020-06-13_10:29:40.169101,mnist,1,1,Sequential2020-06-13_10:29:40.169132,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9503999948501587,0.608299970626831,0.23070000112056732
2020-06-13_10:30:08.645892,mnist,1,1,Sequential2020-06-13_10:30:08.645924,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9397000074386597,0.3815000057220459,0.10769999772310257
2020-06-13_10:30:36.860533,mnist,1,1,Sequential2020-06-13_10:30:36.860564,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9397000074386597,0.531000018119812,0.2574000060558319
2020-06-13_10:31:05.146094,mnist,1,1,Sequential2020-06-13_10:31:05.146126,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9397000074386597,0.5157999992370605,0.2892000079154968
2020-06-13_10:31:57.955762,mnist,1,1,Sequential2020-06-13_10:31:57.955795,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9485999941825867,0.5332000255584717,0.3237999975681305
2020-06-13_10:32:50.583232,mnist,1,1,Sequential2020-06-13_10:32:50.583264,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9476000070571899,0.6345000267028809,0.45019999146461487
2020-06-13_10:33:43.132971,mnist,1,1,Sequential2020-06-13_10:33:43.133003,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9466000199317932,0.6098999977111816,0.4278999865055084
2020-06-13_10:34:17.545942,mnist,1,1,Sequential2020-06-13_10:34:17.545972,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9377999901771545,0.38830000162124634,0.09009999781847
2020-06-13_10:34:46.808721,mnist,1,1,Sequential2020-06-13_10:34:46.808751,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9377999901771545,0.4602000117301941,0.09950000047683716
2020-06-13_10:35:15.820795,mnist,1,1,Sequential2020-06-13_10:35:15.820827,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9377999901771545,0.4325999915599823,0.09719999879598618
2020-06-13_10:36:10.077762,mnist,1,1,Sequential2020-06-13_10:36:10.077793,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9523000121116638,0.4041999876499176,0.19599999487400055
2020-06-13_10:37:04.297150,mnist,1,1,Sequential2020-06-13_10:37:04.297181,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9474999904632568,0.47870001196861267,0.2759000062942505
2020-06-13_10:37:58.498668,mnist,1,1,Sequential2020-06-13_10:37:58.498699,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9473000168800354,0.43160000443458557,0.2800999879837036
2020-06-13_10:38:27.489341,mnist,1,1,Sequential2020-06-13_10:38:27.489373,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9380000233650208,0.48750001192092896,0.26899999380111694
2020-06-13_10:38:56.399221,mnist,1,1,Sequential2020-06-13_10:38:56.399252,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9380000233650208,0.5042999982833862,0.38429999351501465
2020-06-13_10:39:25.437203,mnist,1,1,Sequential2020-06-13_10:39:25.437233,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9380000233650208,0.503000020980835,0.3765999972820282
2020-06-13_10:40:26.173320,mnist,1,1,Sequential2020-06-13_10:40:26.173351,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9426000118255615,0.453900009393692,0.29980000853538513
2020-06-13_10:41:21.531201,mnist,1,1,Sequential2020-06-13_10:41:21.531233,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9427000284194946,0.5419999957084656,0.3127000033855438
2020-06-13_10:42:16.438632,mnist,1,1,Sequential2020-06-13_10:42:16.438664,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9423999786376953,0.5339000225067139,0.323199987411499
2020-06-13_10:42:44.673107,mnist,1,1,Sequential2020-06-13_10:42:44.673136,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9273999929428101,0.40290001034736633,0.18520000576972961
2020-06-13_10:43:12.751741,mnist,1,1,Sequential2020-06-13_10:43:12.751772,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9273999929428101,0.49480000138282776,0.23669999837875366
2020-06-13_10:43:40.887659,mnist,1,1,Sequential2020-06-13_10:43:40.887691,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9273999929428101,0.5001000165939331,0.2614000141620636
2020-06-13_10:44:33.877914,mnist,1,1,Sequential2020-06-13_10:44:33.877945,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9332000017166138,0.4740000069141388,0.37700000405311584
2020-06-13_10:45:32.306195,mnist,1,1,Sequential2020-06-13_10:45:32.306226,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9358999729156494,0.5582000017166138,0.5098000168800354
2020-06-13_10:46:25.722219,mnist,1,1,Sequential2020-06-13_10:46:25.722251,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.35, 0.35)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9340999722480774,0.609499990940094,0.5105000138282776
2020-06-13_10:46:54.778889,mnist,1,1,Sequential2020-06-13_10:46:54.778917,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9171000123023987,0.24819999933242798,0.11680000275373459
2020-06-13_10:47:23.687981,mnist,1,1,Sequential2020-06-13_10:47:23.688013,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9171000123023987,0.3237999975681305,0.17599999904632568
2020-06-13_10:47:52.511670,mnist,1,1,Sequential2020-06-13_10:47:52.511702,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9171000123023987,0.32089999318122864,0.17749999463558197
2020-06-13_10:48:46.619768,mnist,1,1,Sequential2020-06-13_10:48:46.619799,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9246000051498413,0.3912000060081482,0.10329999774694443
2020-06-13_10:49:40.539529,mnist,1,1,Sequential2020-06-13_10:49:40.539561,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9248999953269958,0.3937000036239624,0.19089999794960022
2020-06-13_10:50:34.642498,mnist,1,1,Sequential2020-06-13_10:50:34.642529,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9247999787330627,0.36910000443458557,0.2004999965429306
2020-06-13_10:51:09.581722,mnist,1,1,Sequential2020-06-13_10:51:09.581754,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8881999850273132,0.314300000667572,0.12060000002384186
2020-06-13_10:51:39.271000,mnist,1,1,Sequential2020-06-13_10:51:39.271032,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8881999850273132,0.36390000581741333,0.10360000282526016
2020-06-13_10:52:09.155927,mnist,1,1,Sequential2020-06-13_10:52:09.155959,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8881999850273132,0.35749998688697815,0.10589999705553055
2020-06-13_10:53:04.850954,mnist,1,1,Sequential2020-06-13_10:53:04.850986,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9230999946594238,0.46860000491142273,0.17419999837875366
2020-06-13_10:53:59.650907,mnist,1,1,Sequential2020-06-13_10:53:59.650939,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9218000173568726,0.4424999952316284,0.2851000130176544
2020-06-13_10:54:54.437688,mnist,1,1,Sequential2020-06-13_10:54:54.437720,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9228000044822693,0.476500004529953,0.31839999556541443
2020-06-13_10:55:22.831915,mnist,1,1,Sequential2020-06-13_10:55:22.831947,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.8881000280380249,0.3517000079154968,0.28690001368522644
2020-06-13_10:55:50.891874,mnist,1,1,Sequential2020-06-13_10:55:50.891906,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.8881000280380249,0.38679999113082886,0.34150001406669617
2020-06-13_10:56:18.809408,mnist,1,1,Sequential2020-06-13_10:56:18.809438,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.8881000280380249,0.400299996137619,0.32910001277923584
2020-06-13_10:57:17.394784,mnist,1,1,Sequential2020-06-13_10:57:17.394817,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9071000218391418,0.3808000087738037,0.3767000138759613
2020-06-13_10:58:10.634265,mnist,1,1,Sequential2020-06-13_10:58:10.634295,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9067999720573425,0.5264000296592712,0.5331000089645386
2020-06-13_10:59:03.655983,mnist,1,1,Sequential2020-06-13_10:59:03.656018,"(16, 8)",relu,GlorotUniform,"(4, 3)","(2, 2)","(0.5, 0.5)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9071999788284302,0.4966999888420105,0.4814000129699707
2020-06-13_10:59:32.493430,mnist,1,1,Sequential2020-06-13_10:59:32.493462,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9508000016212463,0.4894999861717224,0.2623000144958496
2020-06-13_11:00:01.308211,mnist,1,1,Sequential2020-06-13_11:00:01.308245,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9508000016212463,0.5135999917984009,0.350600004196167
2020-06-13_11:00:30.181008,mnist,1,1,Sequential2020-06-13_11:00:30.181040,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9508000016212463,0.5016999840736389,0.35600000619888306
2020-06-13_11:01:24.403315,mnist,1,1,Sequential2020-06-13_11:01:24.403345,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9577999711036682,0.5160999894142151,0.4253999888896942
2020-06-13_11:02:24.793390,mnist,1,1,Sequential2020-06-13_11:02:24.793421,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9564999938011169,0.5063999891281128,0.3269999921321869
2020-06-13_11:03:19.478187,mnist,1,1,Sequential2020-06-13_11:03:19.478219,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9567999839782715,0.5210000276565552,0.3634999990463257
2020-06-13_11:03:48.826628,mnist,1,1,Sequential2020-06-13_11:03:48.826662,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9406999945640564,0.4860000014305115,0.2628999948501587
2020-06-13_11:04:17.925525,mnist,1,1,Sequential2020-06-13_11:04:17.925555,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9406999945640564,0.5291000008583069,0.24330000579357147
2020-06-13_11:04:47.027031,mnist,1,1,Sequential2020-06-13_11:04:47.027062,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9406999945640564,0.5440999865531921,0.25130000710487366
2020-06-13_11:05:41.554209,mnist,1,1,Sequential2020-06-13_11:05:41.554241,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9532999992370605,0.38659998774528503,0.2290000021457672
2020-06-13_11:06:36.009370,mnist,1,1,Sequential2020-06-13_11:06:36.009402,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9541000127792358,0.5550000071525574,0.36149999499320984
2020-06-13_11:07:30.479366,mnist,1,1,Sequential2020-06-13_11:07:30.479398,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(3, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9544000029563904,0.5453000068664551,0.3370000123977661
2020-06-13_11:08:04.668787,mnist,1,1,Sequential2020-06-13_11:08:04.668819,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9365000128746033,0.46950000524520874,0.14640000462532043
2020-06-13_11:08:33.294854,mnist,1,1,Sequential2020-06-13_11:08:33.294887,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9365000128746033,0.3926999866962433,0.21979999542236328
2020-06-13_11:09:01.673844,mnist,1,1,Sequential2020-06-13_11:09:01.673875,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9365000128746033,0.36399999260902405,0.21170000731945038
2020-06-13_11:09:54.390392,mnist,1,1,Sequential2020-06-13_11:09:54.390425,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9413999915122986,0.37220001220703125,0.26170000433921814
2020-06-13_11:10:48.173289,mnist,1,1,Sequential2020-06-13_11:10:48.173320,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.948199987411499,0.4812999963760376,0.2782999873161316
2020-06-13_11:11:42.622319,mnist,1,1,Sequential2020-06-13_11:11:42.622349,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.2, 0.2)","(2, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9480999708175659,0.4487000107765198,0.26579999923706055
2020-06-13_11:12:11.428308,mnist,1,1,Sequential2020-06-13_11:12:11.428339,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,1.584962500721156,0.9351999759674072,0.44830000400543213,0.30970001220703125
2020-06-13_11:12:40.291797,mnist,1,1,Sequential2020-06-13_11:12:40.291828,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,4.0,0.9351999759674072,0.5507000088691711,0.3797000050544739
2020-06-13_11:13:09.053195,mnist,1,1,Sequential2020-06-13_11:13:09.053226,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],1,greedy,5.0,0.9351999759674072,0.5570999979972839,0.40619999170303345
2020-06-13_11:14:09.697783,mnist,1,1,Sequential2020-06-13_11:14:09.697814,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,1.584962500721156,0.9380999803543091,0.4903999865055084,0.18160000443458557
2020-06-13_11:15:04.355662,mnist,1,1,Sequential2020-06-13_11:15:04.355695,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,4.0,0.9401999711990356,0.45010000467300415,0.25099998712539673
2020-06-13_11:15:58.661559,mnist,1,1,Sequential2020-06-13_11:15:58.661592,"(16, 8)",relu,GlorotNormal,"(4, 3)","(2, 2)","(0.35, 0.35)","(4, 2)","(2, 2)",128,10,10000,[],2,greedy,5.0,0.9384999871253967,0.4767000079154968,0.3244999945163727
